county,loc_1
clare,"que,"
clare,"nyc,'38"
clare,"nyc,'38"
clare,"quebec,'45"
clare,"quebec,'45/46"
clare,"quebec,'45/46"
clare,"quebec,'45/46"
clare,"quebec,'45/46"
cork,
cork,"va, papetunnel(51)"
cork,"va, papetunnel(51)"
cork,"ma,lowell,'53"
cork,"ma,lowell"
cork,"ma,boston"
dublin,"quebec,'31"
galway,"ct,hartford"
kildare,
kilkenny,"ma,boston"
kings,"oh,cleveland(56)"
limerick,"nyc,'48"
longford,"il,"
louth,
mayo,"wi,mertin"
mayo,"nyc,6 orange st."
mayo,
meath,"can,54"
westmeath,"la,new orleans,55"
roscommon,"oh,hamilton or butler co."
roscommon,"oh,hamilton or butler co."
roscommon,"oh,hamilton or butler co."
roscommon,"oh,hamilton or butler co."
roscommon,"pa,beaver meadow,'49"
roscommon,"pa,beaver meadow(49)"
tipperary,"oh,jeff co.(54)"
waterford,"ma,brookline"
,
,
clare,"va,meachim river"
clare,"ct,"
clare,"ny,franklin co.schagticoke"
clare,western states
clare,western states
clare,western states
clare,western states
clare,nyc
cork,"mo,"
cork,
cork,
cork,
donegal,
galway,"in,allen co.,fort wayne"
kerry,"ont,dundas"
kerry,
kerry,
kerry,"md,baltimore"
kerry,"ny,monroe co., pittsford"
limerick,
limerick,
limerick,
limerick,
limerick,
limerick,
limerick,
limerick,
limerick,
mayo,"ma,cambridge"
queens,quebec
queens,quebec
queens,quebec
queens,quebec
roscommon,"il,lockport"
sligo,
sligo,"ma,haydenville"
tipperary,western states
tyrone,"nyc,state island"
tyrone,"nyc,'41"
tyrone,"nyc,'41"
tyrone,"nyc,'41"
cork,"mo,st.louis"
,"ma,boston"
,"ma,boston"
,"ma,boston"
,"ma,boston"
,
,"ma,centre abington"
,"pa,phila,frettsvalley"
,canada
,"nyc,'51"
cavan,nyc(49)
cavan,nyc'52
clare,
clare,can(51)*
cork,"[],westerville"
cork,"ny,auburn"
cork,"ont,huntly(55)*"
galway,"ma,lowell"
galway,"ma,lowell"
galway,"ri,"
galway,
galway,
galway,
galway,
galway,"va,"
galway,"ma,lowell"
galway,"ct,hartford"
kerry,
kerry,
kerry,"mo,st.louis(54)"
kerry,"nyc,'49"
kerry,
kildare,"il,"
kildare,
kings,
limerick,"ma,boston,39;fl"
limerick,"ia,"
limerick,"nyc,'54"
limerick,"mo,"
limerick,"ont,point obins(56)"
limerick,"ont,point obins(56)"
meath,nyc
meath,"oh,steubenville(54)"
meath,"mi,new orleans(52)"
tipperary,
tipperary,"ny,albany(54)"
tipperary,"ny,albany(54)"
tipperary,"ny,albany(54)"
tipperary,"ny,albany(54)"
tipperary,
tyrone,"ma,framingham"
tyrone,"ma,framingham"
wexford,"md,baltimore(51)"
wexford,"il,polo(56)"
,"nyc,187 washington st"
,"il,chicago"
,"ma,boston"
,"ny,antwerp"
,"ny,oswego ('51)"
,"nyc,'53"
armagh,"ny,flatland"
armagh,"ny,flatland, ('55)"
armagh,"ma,boston"
clare,"nyc,'51"
cork,"pa,johnstown"
cork,"md,frostburgh, ('54)"
cork,"ma,boston, 265 causeway st"
cork,"ny,albany"
dublin,"oh,coalport"
dublin,"ny,oswego, ('53)"
kerry,"ny,campbelltown"
kilkenny,"ny,whitehall(54)"
leitrim,
leitrim,"mo,st.louis"
limerick,"ma,cambridge co,'55"
limerick,"ma,cambridge co,'55"
limerick,"ca,'52"
meath,"nyc,"
queens,"wi,jefferson co,watertown"
queens,"wi,jefferson co,watertown"
queens,"wi,green bay,duck creek rivr"
queens,"wi,green bay,duck creek rivr"
queens,quebec
roscommon,"quebec,'47"
roscommon,"quebec,'47"
roscommon,"il,joliet"
roscommon,"il,joliet"
tipperary,"pa,philadelphia ('55)"
tyrone,"mi,centreville ('50)"
westmeath,
westmeath,
westmeath,
wexford,"pa,'51"
,"pa,duncansville"
,"pa,pottsville,schuylkill co"
,"ma,lowell"
,"nyc,cherry st"
cavan,"nyc,'56"
cork,
cork,nyc
cork,"ny,chatham 4 corners(56)"
cork,"pa,"
cork,"pa,"
cork,"pa,"
cork,pa
donegal,"nyc,'56"
fermanagh,"nyc,150 mi.fr.'55"
fermanagh,"ny,albany,'55"
kerry,"nyc,'43"
roscommon,"ma,springfield,5/54"
limerick,"il,mt.pulaski(56)"
limerick,"il,mt.ulaski(56)"
mayo,nyc
mayo,nyc
roscommon,"ont,london,'54"
sligo,"mo,iron mountains"
,
,
,
,
,"oh,massillon,stark co (8/5)"
,"ma,west cambridge"
,"ny,sing sing, (10/49)"
,"oh,mount vernon (6/56)"
,"il,chicago or lake cities"
,"que,montreal"
cavan,nyc ('53)
cavan,nyc
clare,"ky,'54"
clare,"oh,'53"
clare,"pa,erie,scranton"
cork,"ma,boston,'49"
cork,"il,chicago"
cork,"nbr,kent co.,bogegohack"
cork,"ma,boston"
cork,"la,new orleans"
donegal,"pa,minersville (55)"
kerry,"mo,st.louis (55)"
kerry,"mo,st.louis ('55)"
kerry,"mo,st.louis"
meath,"la,new orleans"
meath,"la,new orleans"
meath,"oh,"
queens,
queens,"ont,hamilton"
queens,"ont,hamilton"
queens,"ont,hamilton"
roscommon,"oh,cincinnati"
roscommon,"nyc,'56"
sligo,"il,chicago"
tipperary,"oh,cincinnati"
tipperary,"nyc,'50"
tipperary,"nyc,'45"
tipperary,"ny,brooklyn"
tipperary,"ny,troy or rondout"
tipperary,"ny,buffalo,'51"
tipperary,"ny,buffalo,'51"
waterford,"ga,savannah"
,"ny,boonsville(55)"
,nyc(53)
,"in,logansport(54)*"
armagh,"la,new orleans,'52"
armagh,"la,new orleans,'52"
armagh,"la,new orleans"
armagh,"la,new orleans,'52"
clare,
clare,"nyc,'45"
clare,"ma,brookline"
clare,"ia,croton(55)"
clare,"pa,"
cork,"ma,lowell canal(47)"
cork,"nbr,st.john,'56"
cork,"ma,boston,'55"
cork,"ma,boston,'56"
cork,"ma,boston,'56"
cork,"me,'55"
cork,"me,'55"
donegal,
fermanagh,"md,baltimore"
fermanagh,"md,baltimore"
fermanagh,"md,baltimore"
fermanagh,"md,baltimore"
fermanagh,"ny,alleghany"
fermanagh,"dc,washington"
galway,"nyc,'49"
galway,"ny,new london(56)"
galway,"quebec,'32"
kerry,"ny,brooklyn(54)"
kerry,"nyc,'55"
kerry,"va,alexandria"
kerry,"wi,'53"
kerry,"wi,'53"
kerry,"wi,'53"
kerry,"wi,'53"
kerry,
roscommon,"ga,savannah(55)"
kerry,"in,logansport(55)"
kerry,"ma,boston,oliver st*"
kerry,"va,(56)"
kerry,"quebec,'54"
kildare,
kildare,
kildare,
kildare,"que,quebec,gardner's st"
kildare,
leitrim,"ny,manhern centre*"
limerick,"ont,frankfort(55)"
limerick,"ont,frankfort(55)"
limerick,
limerick,
limerick,
limerick,
limerick,
longford,
longford,
louth,"nj,newark,'50*"
mayo,
mayo,
meath,"oh,'52"
monaghan,"oh,toledo(54)"
monaghan,"nyc,'54"
monaghan,
roscommon,"al,"
roscommon,"*eng,"
roscommon,"*eng,"
roscommon,"va,crois po (56)"
roscommon,
roscommon,
waterford,"nyc,'55"
waterford,"nyc,'55"
waterford,"ma,boston(54)"
waterford,"quebec,'48"
wexford,"ny,niagara falls,55"
,
,"ma,boston(56)"
,
cavan,"ca,san francisco"
cork,"ma,greenfield(55)"
cork,"in,kindleville(55)"
dublin,"pa,philadelphia"
galway,"ma,roxbury"
galway,"il,peru"
galway,nyc
kerry,"il,'56"
kerry,"ia,burlington(56)"
kerry,"ia,burlington(56)"
kerry,"ia,burlington(56)"
kerry,"ia,burlington(56)"
kerry,"ia,burlington(56)"
kerry,"nyc,'49"
kerry,"ma,lowell,'55"
kings,"que,montreal,'48"
limerick,"ny,eagle bridge"
limerick,nyc(56)
limerick,"mo,st.louis"
limerick,"mo,st.louis"
mayo,
mayo,"nyc,'54"
mayo,
meath,"ma,salem,church st;ny(55)*"
queens,"que,"
queens,"que,"
queens,"que,"
cavan,"ca,san francisco"
queens,que
roscommon,nyc
roscommon,
roscommon,"ma,springfield"
tipperary,"la,new orleans"
tipperary,
tipperary,"oh,cincinnati"
tipperary,"oh,cincinnati"
tipperary,
tipperary,"la,new orleans"
tipperary,
waterford,"nj, newark, 9 no canal st"
,"va,taylor co.(54)"
,
,"pa,hawley"
,"ct,new haven(51)"
,"ny,parksville(56)"
,"ny,buffalo"
,"nyc,'56"
,"nyc,'56"
,"ma,roxbury,'56"
,"ny,sarasota springs"
,"or,fort lane'56"
,"mo,st.louis(51)"
,"ma,boston,'55"
,"ma,taunton"
armagh,"mo,st.louis"
carlow,"nyc,w/si=maria"
carlow,il(54)
carlow,
carlow,"ma,boston"
cavan,"ma,fall river(55)"
clare,"oh,cincinnati"
donegal,"pa,buckmountain"
down,"nyc,'55"
fermanagh,"vt,burlington(54)"
galway,"ma,portland(56)"
kerry,
kerry,"il,'54"
kerry,"me,"
kerry,"il,'54"
kerry,
kildare,"il,"
kilkenny,"quebec,dimon harb.(48)"
kilkenny,"quebec,dimon harb.(48)"
kilkenny,
mayo,"ny,lockport"
mayo,"nyc,'56"
westmeath,"la,monroe"
meath,"pa,honesdale(53)"
roscommon,"il,port clinton"
roscommon,"la,n'orleans,110 hospital st"
tipperary,"quebec,'49"
tipperary,"va,wytheville,'54"
tipperary,"va,wytheville,'54"
tipperary,
tyrone,mexican war
tyrone,"ma,roxbury,'56"
waterford,"wi,"
waterford,"wi,"
waterford,"wi,"
waterford,"nyc,'52"
,"ont,little york,'32(toronto)"
,"ct,plainfield"
,"la,new orleans"
,nyc
,"pa,erie"
cavan,nyc (56)
cavan,"ma,boston, ('52)"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
cork,nyc
cork,nyc
cork,"quebec,'47"
cork,"in,'55"
cork,"mi,'51"
cork,"ny,alleghany co,olman vill."
cork,"fl,pensacola"
dublin,"oh,butler co,hamilton"
fermanagh,"ont,toronto"
fermanagh,
fermanagh,
galway,"nj,"
galway,"nyc,'46"
kerry,"ga,savannah (54)"
kerry,
kerry,"ky,louisville"
kerry,
kerry,nyc
kerry,"nyc,'51"
kilkenny,
kings,"oh,cincinnati"
londonderry,"nyc,'47"
mayo,
mayo,"oh,washington co"
mayo,nyc
meath,
meath,
meath,"il,laselle co,peru"
tipperary,
tipperary,"nyc,"
wexford,quebec
,"*eng,cheshire"
,
clare,"ont,stamplord*"
,"mo,st.louis,green st,50"
,
,"il,railroad"
cavan,nyc
cavan,nyc
clare,"md,white hall"
clare,nyc
clare,"vt,westford,chittondon co"
clare,"oh,cincinnati, 50"
clare,"oh,cincinnati, 55"
clare,"oh,cincinnati, 50"
clare,"oh,cincinnati, 50"
cork,"ma,boston,'38"
cork,"quebec,'52"
cork,
cork,
cork,
cork,"nyc,"
cork,"nyc,"
cork,"ny,hoosick falls"
donegal,"me,portland(55)"
dublin,nyc
galway,"ont,brockville"
galway,"mo,st.louis"
galway,"ont,brockville"
galway,"il,chicago"
galway,"nj,paterson"
galway,"pa,pittsburg, 55"
kerry,"nyc,29 sullivan st,connell"
kerry,"nbr,st.john"
kerry,"nyc,'53"
kerry,"nyc,29 sullivan st, connell"
kildare,"vt,screwdriver"
kildare,"nyc,'50"
kilkenny,"mo,st.louis"
kings,"ma,boston"
leitrim,"nyc,'49"
limerick,"ny,rush"
limerick,
limerick,
mayo,"pa,philadelphia"
mayo,"pa,philadelphia"
mayo,"ny,franklin co, malone"
mayo,
mayo,
mayo,"ns,picton, 54"
mayo,"ns,picton"
mayo,"pa,luzerne co,louisiana town"
mayo,"pa,luzerne co,louisiana town"
mayo,"pa,luzerne co,louisiana town"
mayo,
mayo,"mo,st.louis,54/7"
meath,"la,n.orleans,44 annunciation"
monaghan,"oh,"
monaghan,"oh,"
monaghan,"oh,"
monaghan,"oh,"
monaghan,"ny,s.adams, 55"
queens,nyc
queens,
roscommon,"mo,st.louis, green st"
roscommon,"oh,cincinnati, 55"
roscommon,"la,new orleans,52/11"
sligo,"ct,new london"
,"ct,plainfield"
,
,"ny,troy(56)"
,"vt,rouse's point bridge(52)*"
,"ma,s.hadley(50)"
,"ma,s.hadley(50)"
cavan,"ma,lowell(55)"
cavan,"nyc,200 varrick st(51)"
cavan,"nyc,200 varrick st(51)"
cavan,"nyc,200 varrick st(51)"
cavan,"nyc,200 varrick st (51)"
cavan,"nyc,200 varrick st(51)"
cavan,*scotland(54)
clare,"ont,"
clare,"ny,w.troy,'52"
clare,"nyc,'52"
clare,"nyc,'52"
clare,"ri,providence,'56"
cork,"pa,"
galway,"il,homer(48)"
galway,"nyc,'54"
kerry,"mo,jefferson city"
kerry,"mi,detroit(54)"
kerry,"ont,hamilton"
kerry,
kerry,
kerry,"mo,jefferson city"
kerry,"oh,cincinnati"
kerry,
tipperary,"ny,hudson(55)"
longford,"oh,columbus,'38-46"
westmeath,"la,munroe"
*england,"ar,van buren(54)"
queens,"que,quebec,'55"
roscommon,"mi,"
roscommon,
roscommon,
sligo,nyc
sligo,"nyc,48 1/2 cherry st"
tipperary,"pa,phila,'56"
tipperary,"ma,springfield(51)"
tipperary,"pa,phila,'56"
wexford,
wexford,
,"ny,schnectady"
armagh,"pa,"
clare,"ont,toronto"
clare,"ont,toronto"
clare,"ny,w.troy,'52"
clare,"ny,w.troy,'52"
clare,"ny,w.troy,'52"
cork,"mo,st.louis"
cork,"me,york*"
cork,"quebec,'37"
cork,"quebec,'46"
cork,"ny,buffalo,'47"
cork,"nh,portsmouth'52*"
cork,"nh,portsmouth'52"
cork,"md,baltimore"
down,"oh,cincinnati"
galway,"oh,cleveland,2/53"
galway,nyc
galway,"oh,"
galway,"oh,"
galway,"oh,"
galway,"oh,"
galway,"oh,"
galway,"oh,"
galway,"oh,"
galway,"oh,"
kerry,
kerry,
kerry,
kerry,
kerry,"nyc,'53"
kerry,"ma,boston"
kildare,"nyc,3/57"
kings,"nyc,'51"
kings,
kings,"nyc,'51"
kings,"ma,boston-vicinity"
kings,"ma,boston-vicinity"
limerick,"ny,saratoga"
limerick,"il,chicago,1/56"
limerick,
limerick,
longford,
mayo,"wi,"
meath,west
queens,"la,new orleans,'53"
roscommon,
roscommon,"la,new orleans"
roscommon,"ma,boston,'53"
sligo,"ny,lockport,'54"
tyrone,"nyc,10/54"
westmeath,"ia,dubuque,11/56"
wexford,"ny,oswego,7/55"
,"ct,thompsonville,5/56"
,
,"ont,kingston"
,"ont,kingston"
,"nyc,'54"
,"ma,boston*"
cavan,"nyc,'52"
cavan,"nyc,'52"
clare,"quebec,'53"
cork,"ny,steuben"
cork,
cork,"ny,cattaraugus co,holyame'53"
cork,"quebec,'43"
cork,"ma,boston"
cork,"ma,boston"
cork,"quebec,'43"
cork,"ma,boston"
cork,"quebec,'39"
cork,
cork,"wi,milwaukee"
cork,"vt,bellows falls,'50"
cork,"oh,"
cork,"in,"
dublin,nyc
galway,nyc
galway,"oh,cincinnati,'54"
kildare,"pei,"
limerick,"ont,port robinson,'46"
limerick,"ont,port robinson,'46"
limerick,"ky,pleasant valley"
limerick,"nyc,'55"
limerick,"ont,port robinson,'46"
limerick,
monaghan,"ma,boston, nr."
monaghan,"ma,boston"
roscommon,"ny,greenwood,long is.,10/56"
sligo,"nyc,'54"
tipperary,"ma,boston,9/55"
tipperary,nyc
tipperary,"nyc,'53"
tipperary,"al,mobile,'52"
tipperary,"al,mobile,'52"
waterford,"mi,copper harbor,'54; mo"
waterford,"il,chicago,'52 w/sisters"
,
,"ma,boston"
,"ny,rochester"
,"pa,eldersville"
,"in,nulls mills"
,"nyc,'56"
,"ma,boston"
,"ma,boston"
,"ma,boston"
limerick,"mo,st.louis"
limerick,
limerick,
waterford,
waterford,"quebec,'50"
,"oh,delaware"
,"ny,hudson"
,"ont,st.catherine's"
,"ont,st.catherine's"
,"oh,delaware"
,"mo,st.louis,3/56"
,"mo,st.louis,4/57"
,"nh,dover,'7/53"
,"va,abingdon"
antrim,"pa?,mount savage"
clare,mississippi r.
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,"ct,"
clare,nyc
clare,"ct,"
clare,"il,galena or west"
cork,"can,"
donegal,"nyc,'51"
galway,"pa,pittsburgh,9/56"
kerry,
kerry,"pa,washington co."
kerry,"oh,cincinnati"
kerry,"oh,cincinnati"
kerry,"nyc,'47"
kerry,"nyc,'52"
kerry,"*eng,london"
kerry,"nyc,'45"
kerry,"ma,boston,'57"
kerry,"in,"
kildare,"*eng,"
kildare,"nyc,'36"
kilkenny,"ny,painted post'54l"
leitrim,"md,baltimore, nr."
leitrim,"que,st.remi*'36"
limerick,
limerick,"ont,toronto"
limerick,
longford,"pa,drake's ferry,juniett'29"
longford,"pa,drake ferry,junietta*'29"
mayo,nyc
mayo,"pa,phila.10/53"
mayo,"*eng,"
mayo,"md,baltimore"
mayo,"md,baltimore"
mayo,nyc
meath,"ma,boston"
meath,"ma,boston"
meath,"ma,boston"
monaghan,"ont,canada west"
*england,"md,baltimore;medina,oh"
*england,"md,baltimore;medina,oh"
*england,"md,baltimore;medina,oh"
*england,"*eng,leeds,'46"
*england,"*eng,leeds,'46"
queens,"ire,dublin'54*"
queens,"pa,phila,franklin st."
tyrone,"nyc,mott st."
wicklow,"pa,phila."
cavan,"oh,cincinnati, walnut hills"
cavan,"oh,cincinnati, walnut hills"
cavan,"oh,cincinnati, walnut hills"
cavan,"ma,boston"
cavan,"ny,haverstraw"
clare,"la,new orleans, poydress st"
clare,
clare,
clare,
clare,
clare,
clare,
clare,"oh,"
cork,"mi,detroit"
cork,
cork,
cork,
cork,
cork,
cork,
cork,"wi,milwaukie"
cork,
donegal,"ny,alleghany mtns."
galway,"va,"
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
kerry,"ny,tompkins co."
louth,"tn,"
mayo,"oh,cleveland"
mayo,
queens,
queens,
roscommon,"livingston co., dansville"
roscommon,"ont,toronto"
roscommon,"ont,toronto"
tipperary,"ont,bytown[ottawa]"
tipperary,"que,montreal"
tipperary,"ont,bytown(ottawa)"
,"la,new orleans off girod st"
,"la,new orleans, girod st."
,"ny,ulster co., samsonville"
,"ny,syracuse"
,"mi,detroit"
,
,
kerry,"ma,boston,"
cork,"oh,cincinnati"
cork,"ny,buffalo"
cork,"in,carroll co."
cork,"ma,lowell"
cork,
donegal,
dublin,"il,hancock co., plymouth"
galway,
kerry,"tn,"
kerry,"oh,"
kerry,"ct,waterbury"
kerry,"oh,springfield"
kerry,"ny,troy"
kerry,"ny,troy"
kerry,
kerry,"nyc,'56"
kilkenny,"il,conord,morgan co."
kilkenny,"ny,orleans co., holly"
leitrim,
leitrim,
limerick,"ny,syracuse"
limerick,"ny,syracuse"
limerick,"ny,syracuse"
limerick,"ky,louisville"
longford,nyc
longford,nyc
longford,nyc
louth,"wi,beaver dam,dodge co"
mayo,"va,harrison co."
mayo,"pa,hawley"
mayo,
mayo,"ma,boston"
mayo,
mayo,
mayo,"nyc,'56"
meath,"il,rock island"
monaghan,"ma,boston"
queens,"il,springfield"
roscommon,"va,brandy gap"
sligo,"ma,boston"
tipperary,"vt,n.bennington"
tipperary,"vt,n.bennington"
,"pei,prince edward island"
,"oh,delaware"
,"il,chicago"
,"oh,cincinnati"
,"md,baltimore"
,"md,baltimore"
,"ny,albany"
,"ny,albany"
clare,
clare,
clare,
cork,"nyc,'57"
cork,"nbr,st.john,lake lomond"
cork,"nbr,st.john,lake lomond"
cork,"que,montreal,durham"
cork,"nbr,st.john"
fermanagh,"il,chicago"
galway,"oh,sandusky city"
galway,"nyc,'48"
galway,"ky,louisville"
galway,"*eng,"
kerry,"pei,prince edward island"
kerry,"ma,boston,'51"
louth,"ma,boston"
mayo,"mo,st.louis"
mayo,"nyc,'57"
meath,"pa,"
meath,
roscommon,"ky,covington"
tipperary,
tipperary,
tipperary,"ca,san francisco"
waterford,"quebec,'53"
waterford,"ny,troy"
,"quebec,'47"
,"md,baltimore"
,
,"la,new orleans *"
,
,
,"oh,cincinnati"
,"ny,rivington pl,riving. st."
,"ia,burlington"
,"il,"
,
roscommon,"md,baltimore"
clare,"nyc,'50"
clare,"nyc,37 jackson st."
clare,"nyc,brooklyn"
cork,"va,"
cork,"va,"
cork,"ri,providence,fetheren hill"
cork,"ri,providence,fetheren hill"
cork,"ri,providence,fetheren hill"
cork,"ma,bedford gute"
cork,"ma,boston"
cork,
cork,"ri,providence"
cork,
cork,"ma,boston"
cork,"ma,fitchburg*"
cork,"pa,farrandsville"
donegal,"ma,boston,'48"
dublin,"ct,new haven"
kerry,"ky,paris"
leitrim,"ma,boston"
leitrim,"pa,"
limerick,"ny,staten island"
limerick,
limerick,"ny,deposit,delaware co."
londonderry,"ma,"
mayo,"pa,"
roscommon,"ma,boston"
roscommon,"ma,boston"
roscommon,"md,baltimore"
,"ia,burlington"
sligo,"ma,boston"
tipperary,"nyc,'49"
tipperary,"nyc,'56"
tyrone,"ia,"
tyrone,"ia,"
tyrone,"ia,"
tyrone,"ma,boston"
waterford,"ma,boston"
wexford,"pa,philadelphia *"
wicklow,
,"ct,hartford"
,"ny,siton's factory,yorkville"
,"ny,siton's factory,yorkville"
,"ny,jefferson co., carthage"
,"ny,poughkeepsie"
,"pa,beaver"
,"ma,holyoke"
,"nj,"
,"ct,hartford"
,"ma,charlestown"
carlow,que.
cavan,"ont,toronto"
clare,"la,new orleans"
clare,"quebec,'55"
cork,"oh,perry co."
cork,
cork,nyc
cork,nyc
cork,"mi,detroit"
cork,"la,new orleans"
cork,"[],johnstown or charlestown"
cork,nyc
cork,"il,kane co."
cork,"ma,charlestown navy yard"
cork,"ny,buffalo"
dublin,"ma,"
dublin,"ma,"
kerry,"oh,cincinnati"
kerry,"oh,cincinnati"
kerry,
kerry,can
kildare,"oh,cincinnati"
limerick,"ny,rondout"
limerick,"ky,louisville"
limerick,"ny,brooklyn"
mayo,"oh,"
monaghan,"la,new orleans"
monaghan,"ca,sonora,'54"
cork,"ma,charlestown navy yard"
roscommon,"ca,"
tipperary,"ny,schenectady"
waterford,
wexford,"quebec,'48"
,"nyc,'53"
,"il,bloomfield"
,"in,simy"
,"ma,boston"
,"mo,st.louis"
cavan,"ny,utica"
cavan,
clare,"la,new orleans"
cork,"ma,boston,'51"
cork,"nyc,'52"
cork,"ont,toronto"
cork,"ont,toronto"
galway,"ca,placer co, horse shoe bar"
galway,"nyc,'52"
galway,"nyc,'52"
galway,
galway,
kerry,nyc
kilkenny,"ca,shasta,yreka"
leitrim,
limerick,"quebec,'40"
limerick,"quebec,'52"
limerick,nyc
limerick,"oh,wayne co, wi, grant co"
mayo,tridelphia (va or pa)
mayo,nyc
mayo,
mayo,"pa,carbondale"
mayo,"ky,"
mayo,
mayo,
tipperary,nyc
tipperary,"oh,"
tipperary,"ns,halifax"
tipperary,"ns,halifax"
tipperary,"ns,halifax"
tipperary,"ns,halifax"
tipperary,"ns,halifax"
waterford,"nyc,'49"
waterford,"wi,"
waterford,"wi,"
waterford,"nyc,'56"
wexford,
,"ma,quincy"
,
,
,
,"ny,oswego"
,"pa,clearfield co,morrisville"
carlow,"ky,coventon, st. louis mo"
cavan,"ny,long island"
clare,"oh,newburgh,cuyahoga co."
clare,"nh,"
clare,"nh,"
cork,
cork,"ma,boston"
cork,"in,madison, salem?*"
cork,"tn,memphis"
cork,"ny,albany"
cork,"ny,albany"
cork,"ma,boston"
donegal,"va,w.wheeling"
down,il
fermanagh,"nh,dover"
fermanagh,"ma, haverhill"
galway,
galway,"ma,boston"
galway,"ny,troy"
kerry,"in,"
kerry,"oh,"
kilkenny,
leitrim,"nyc,'42"
leitrim,"quebec,'49"
leitrim,"quebec,'49"
leitrim,"il,chicago"
leitrim,"il,chicago"
limerick,"ma,boston,'49"
limerick,
longford,"il,union grove,whiteside co."
louth,"oh,cincinnati,perry co."
louth,"oh,cincinnati,perry co."
louth,"oh,cincinnati,perry co."
louth,
louth,
louth,
louth,
louth,"ma,westboro"
louth,"nyc,'52"
mayo,"*eng,"
mayo,"*eng,"
mayo,"nyc,'52"
meath,"ka,"
meath,orleans (?)
roscommon,"ca,"
roscommon,"*eng,"
sligo,
tipperary,nyc
tipperary,"sc,columbia"
tyrone,"mo,st.louis"
tyrone,"o?,west liberty"
,nycm'57
,"in,new orleans,jackson co."
,"tn,nashville"
,"pa,mckean co., sartwell"
,"ma,roxbury"
cavan,
cavan,"pa,pittsburg"
cavan,"pa,pittsburg"
cavan,"pa,pittsburg"
cavan,"pa,pittsburg"
clare,"nyc,'53"
clare,"nyc,'51"
cork,"ma,greenfield"
cork,"nyc,'53"
cork,"nyc,'04"
cork,"nyc,'04"
cork,"oh,elmira,lorrain co"
galway,"nyc,'52"
galway,"ma, roxbury, md, ky *"
galway,"pa,"
galway,"la,st.james"
galway,nyc
kerry,nyc
kerry,"ky,"
kilkenny,"al,mobile"
leitrim,"in,laporte"
leitrim,
limerick,"ny,w.troy"
limerick,"in,indianapolis"
limerick,nyc
limerick,"ny,w.troy"
longford,"nyc,'38"
longford,"quebec,'30"
longford,"nyc,'35"
mayo,"nyc,'52"
meath,"la,new orleans"
meath,"pa,blair co., belis mills"
roscommon,
roscommon,"la,new orleans"
roscommon,
roscommon,
roscommon,
roscommon,
sligo,"nh,dover"
sligo,"nh,dover"
tipperary,nyc
tipperary,
tipperary,
tipperary,
tipperary,"nfld,st.marys"
waterford,"nyc,36 pery street"
waterford,"mo,st.louis"
waterford,
waterford,"mo,st.louis,'56,3rd/mirth st"
wexford,"ny,albany"
